Aachen FH,Fachhochschule Aachen,14086,1971,http://www.fh-aachen.de
Jena U,Friedrich-Schiller-Universität Jena,16588,1558,http://www.uni-jena.de
Kaiserslautern H,Hochschule Kaiserslautern (University of Applied Sciences),5846,1996,www.hs-kl.de
Kaiserslautern-Landau RPTU,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,18520,1970,https://www.rptu.de/
Karlsruhe AkdBK,Staatliche Akademie der Bildenden Künste Karlsruhe,362,1854,http://www.kunstakademie-karlsruhe.de
Karlsruhe H,Hochschule Karlsruhe - Technik und Wirtschaft,6814,1878,http://www.h-ka.de
Karlsruhe HfGest,Staatliche Hochschule für Gestaltung Karlsruhe,376,1992,http://www.hfg-karlsruhe.de
Karlsruhe HfM,Hochschule für Musik Karlsruhe,577,1812,http://www.hfm-karlsruhe.de
Karlsruhe KIU,Karlshochschule International University - staatlich anerkannte Hochschule der Karlshochschule gemeinnützige GmbH Karlsruhe,361,2005,http://www.karlshochschule.de
Karlsruhe PH,Pädagogische Hochschule Karlsruhe,3552,1962,http://www.ph-karlsruhe.de
Karlsruhe U KIT,Karlsruher Institut für Technologie,22201,2009,http://www.kit.edu
Kassel CVJM,CVJM-Hochschule,458,2009,http://www.cvjm-hochschule.de/
Kassel U,Universität Kassel,21791,1971,http://www.uni-kassel.de
Kempten H,Hochschule für angewandte Wissenschaften Kempten,4777,1977,http://www.hs-kempten.de
Kiel FH,Fachhochschule Kiel,7670,1969,http://www.fh-kiel.de
Kiel KuH,Muthesius Kunsthochschule,541,1994,http://www.muthesius-kunsthochschule.de/de/
Kiel U,Christian-Albrechts-Universität zu Kiel,25940,1665,http://www.uni-kiel.de
Koblenz H,Hochschule Koblenz,8992,1996,http://www.hs-koblenz.de
Koblenz HfG,Hochschule für Gesellschaftsgestaltung,126,2015,https://www.hfgg.de
Koblenz U,Universität Koblenz,9485,1990,https://www.uni-koblenz.de/de
Köln CBS,CBS International Business School - University of Applied Sciences,2475,1993,https://www.cbs.de/
Köln DSHS,Deutsche Sporthochschule Köln,6098,1947,http://www.dshs-koeln.de
Köln HfMT,Hochschule für Musik und Tanz Köln,1398,1845,http://www.hfmt-koeln.de
Köln INU,INU - Innovative University of Applied Sciences,,2022,https://www.inu.de/
Köln KHKT,Kölner Hochschule für Katholische Theologie (KHKT),85,,www.khkt.de
Köln KolpingH,Kolping Hochschule,19,2019,https://www.kolping-hochschule.de/
Köln KuHMedien,Kunsthochschule für Medien Köln,413,1990,http://www.khm.de
Köln RheinH,Rheinische Hochschule Köln,5817,1958,https://www.rh-koeln.de
Köln TH,Technische Hochschule Köln,24294,1971,http://www.th-koeln.de
Köln U,Universität zu Köln,48063,1388,https://uni-koeln.de
Konstanz AllensbachH,"Allensbach Hochschule Konstanz,  staatlich anerkannte Hochschule der European Education Group GmbH",640,1996,https://www.allensbach-hochschule.de/
Konstanz H,"Hochschule Konstanz Technik, Wirtschaft und Gestaltung",4360,1906,http://www.htwg-konstanz.de
Konstanz U,Universität Konstanz,10472,1966,https://www.uni-konstanz.de/
Landshut H,Hochschule Landshut - Hochschule für angewandte Wissenschaften,4674,1978,http://www.haw-landshut.de
Leipzig HfGuB,Hochschule für Grafik und Buchkunst Leipzig,589,1764,http://www.hgb-leipzig.de
Leipzig HHL,HHL Leipzig Graduate School of Management,739,1898,http://www.hhl.de
Leipzig HMT,Hochschule für Musik und Theater Felix Mendelssohn Bartholdy Leipzig,1129,1843,http://www.hmt-leipzig.de
Leipzig HTWK,"Hochschule für Technik, Wirtschaft und Kultur Leipzig",6843,1992,http://www.htwk-leipzig.de
Leipzig U,Universität Leipzig,29582,1409,http://www.uni-leipzig.de
Lübeck HfM,Musikhochschule Lübeck,416,1973,http://www.mh-luebeck.de
Lübeck TH,Technische Hochschule Lübeck,5138,1808,https://www.th-luebeck.de/
Lübeck U,Universität zu Lübeck,5958,1964,http://www.uni-luebeck.de
Ludwigsburg EvH,"Evangelische Hochschule Ludwigsburg, Hochschule für Soziale ",1279,1999,
Ludwigsburg PH,Pädagogische Hochschule Ludwigsburg,5988,1962,http://www.ph-ludwigsburg.de
Ludwigshafen HWG,Hochschule für Wirtschaft und Gesellschaft Ludwigshafen ,4400,1965,http://www.hwg-lu.de
Lüneburg U,Leuphana Universität Lüneburg,9268,1946,https://www.leuphana.de/services/studierendenservice/infoportal-erstauskunft-zum-studium.html
Magdeburg SH,Steinbeis Hochschule,4626,1998,https://www.steinbeis-hochschule.de/
Magdeburg-Stendal H,Hochschule Magdeburg-Stendal,5258,1991,http://www.h2.de
Magdeburg U,Otto-von-Guericke-Universität Magdeburg,12490,1993,http://www.ovgu.de
Mainz H,Hochschule Mainz,5621,1996,https://www.hs-mainz.de/
Mainz KathH,Katholische Hochschule Mainz Catholic University of Applied Sciences,1543,1972,https://www.kh-mz.de/katholische-hochschule/
Mainz U,Johannes Gutenberg-Universität Mainz,29617,1477,http://www.uni-mainz.de
Mannheim H,Hochschule Mannheim,5034,1898,http://www.hs-mannheim.de
Mannheim HdBA (Verw),Hochschule der Bundesagentur für Arbeit - Staatlich anerkannte Hochschule für angewandte Wissenschaft in Mannheim und Schwerin (University of Applied Labour Studies of the Federal Employment Agency),1514,2006,http://www.hdba.de/
Mannheim HdWM,Hochschule der Wirtschaft für Management,290,2011,http://www.hdwm.de
Mannheim HfM,Staatliche Hochschule für Musik und Darstellende Kunst Mannheim,575,1971,http://www.muho-mannheim.de
Mannheim U,Universität Mannheim,11397,1907,http://www.uni-mannheim.de
Marburg EHTabor,Evangelische Hochschule Tabor,165,1909,www.eh-tabor.de
Marburg HArchiv (Verw),Archivschule Marburg - Hochschule für Archivwissenschaft,73,,https://www.archivschule.de/DE/ausbildung/gehobener-dienst/
Marburg U,Philipps-Universität Marburg,21237,1527,http://www.uni-marburg.de
Mecklenburg-Vorp. FHVerw (Verw),"Fachhochschule für öffentliche Verwaltung, Polizei und Rechtspflege des Landes Mecklenburg-Vorpommern",669,,http://www.fh-guestrow.de
Merseburg H,Hochschule Merseburg,2953,1992,http://www.hs-merseburg.de
Mittelhessen THM,Technische Hochschule Mittelhessen - THM,16795,1971,http://www.thm.de
Mittweida H,"Hochschule Mittweida, University of Applied Sciences",6079,1867,www.hs-mittweida.de
München AkdBK,Akademie der Bildenden Künste München,754,1808,http://www.adbk.de/
München HAW,Hochschule für angewandte Wissenschaften München,18062,1971,http://www.hm.edu
München HDBW,Hochschule der Bayerischen Wirtschaft für angewandte Wissenschaften - HDBW,469,2012,www.hdbw-hochschule.de
München HFF,Hochschule für Fernsehen und Film München,398,1966,http://www.hff-muc.de
München HMT,Hochschule für Musik und Theater München,1182,1830,http://www.hmtm.de
München HPhil,Hochschule für Philosophie,419,1925,http://www.hfph.de
München IH,Internationale Hochschule SDI München - Hochschule für angewandte Wissenschaften,286,2007,https://www.sdi-muenchen.de/hochschule/
München KathH,Katholische    Stiftungshochschule für   angewandte Wissenschaften München - Hochschule der Kirchlichen Stiftung des öffentlichen Rechts Katholische Bildungsstätten für Sozialberufe in Bayern,2401,1971,http://www.ksh-muenchen.de
München MBS,Munich Business School - Staatlich anerkannte private Fachhochschule,613,1991,http://www.munich-business-school.de
München TUM,Technische Universität München,54575,1868,http://www.tum.de
München U,Ludwig-Maximilians-Universität München,52086,1472,http://www.lmu.de
München UBw,Universität der Bundeswehr München,3456,1973,http://www.unibw.de
Münster FH,FH Münster University of Applied Sciences,15184,1971,https://www.fh-muenster.de/index.php
Münster KuAk,"Kunstakademie Münster, Hochschule für Bildende Künste",375,1971,https://www.kunstakademie-muenster.de/hochschule/organisation-und-verwaltung
Münster PhThH,Philosophisch-Theologische Hochschule Münster - Kirchlich und staatlich anerkannte Hochschule in Trägerschaft der PTH Philosophisch-Theologische Hochschule Münster gemeinnützige GmbH,7,1971,http://www.pth-muenster.de
Münster U,Universität Münster,42458,1780,https://www.uni-muenster.de
Neubrandenburg H,Hochschule Neubrandenburg - University of Applied Sciences,2082,1991,http://www.hs-nb.de
Neuendettelsau KiH,Augustana-Hochschule Neuendettelsau,97,1947,http://www.augustana.de
Neuruppin MHB,Medizinische Hochschule Brandenburg Theodor Fontane,819,2014,http://www.mhb-fontane.de
Neu-Ulm H,Hochschule für angewandte Wissenschaften Neu-Ulm,4077,1994,https://www.hnu.de
Niederrhein H,Hochschule Niederrhein,13179,1971,http://www.hs-niederrhein.de
Niedersachsen HRecht (Verw),Norddeutsche Hochschule für Rechtspflege - Niedersachsen,404,,http://www.hr-nord.niedersachsen.de/index.php?id=49
Niedersachsen HVerw (Verw),Kommunale Hochschule für Verwaltung in Niedersachsen,1561,2007,http://www.nsi-hsvn.de/
Niedersachsen PolAk (Verw),Polizeiakademie Niedersachsen,,,https://www.pa.polizei-nds.de/startseite/
Niedersachsen SteuerAk (Verw),Steuerakademie Niedersachsen,,2006,https://www.steuerakademie.niedersachsen.de/startseite/
Nordhausen H,Hochschule Nordhausen,2035,1997,http://www.hs-nordhausen.de
Nordhessen FH,DIPLOMA Hochschule - Private Fachhochschule Nordhessen,7775,1997,http://www.diploma.de
Nordrhein-Westfalen DHPol (Verw),Deutsche Hochschule der Polizei,434,2008,https://www.dhpol.de
Nordrhein-Westfalen FHRecht (Verw),Fachhochschule für Rechtspflege Nordrhein-Westfalen,887,1976,https://www.fhr.nrw.de/
Nordrhein-Westfalen HFinanz (Verw),Hochschule für Finanzen NRW,2795,1976,https://www.finanzverwaltung.nrw.de/de/duales-studium-der-hsf-nrw
Nordrhein-Westfalen HSPV (Verw),Hochschule für Polizei und öffentliche Verwaltung Nordrhein-Westfalen,13078,1976,https://www.hspv.nrw.de/
Nordrhein-Westfalen KathH,Katholische Hochschule Nordrhein-Westfalen - Catholic University of Applied Sciences,5440,1971,http://www.katho-nrw.de
Nordrhein-Westfalen SRH,SRH Hochschule in Nordrhein-Westfalen,740,2005,https://www.srh-hochschule-nrw.de/?utm_source=wkz-HA91531IM
Nürnberg AkdBK,Akademie der Bildenden Künste Nürnberg,310,1662,http://www.adbk-nuernberg.de
Nürnberg EvH,Evangelische Hochschule für angewandte Wissenschaften - Evangelische Fachhochschule Nürnberg,1211,1927,http://www.evhn.de/
Nürnberg HfM,Hochschule für Musik Nürnberg,333,2008,http://www.hfm-nuernberg.de
Nürnberg TH,Technische Hochschule Nürnberg Georg Simon Ohm,12355,1823,https://www.th-nuernberg.de/
Nürnberg TU,Technische Universität Nürnberg,18,2021,https://www.utn.de/
Nürtingen-Geislingen H,Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen,5066,1949,http://www.hfwu.de
Oberursel LuthThH,Lutherische Theologische Hochschule Oberursel,17,1947,http://www.lthh-oberursel.de
Offenbach HfGest,Hochschule für Gestaltung Offenbach,795,1970,http://www.hfg-offenbach.de
Offenburg H,"Hochschule für Technik, Wirtschaft und Medien Offenburg",3761,1964,http://www.hs-offenburg.de
Oldenburg U,Carl von Ossietzky Universität Oldenburg,15335,1973,http://www.uol.de
Osnabrück H,Hochschule Osnabrück,13317,1971,http://www.hs-osnabrueck.de
Osnabrück U,Universität Osnabrück,13487,1973,http://www.uni-osnabrueck.de
Ostfalia H,"Hochschule Braunschweig/Wolfenbüttel, Ostfalia Hochschule für angewandte Wissenschaften",10775,1971,http://www.ostfalia.de
Ostwestfalen-Lippe TH,Technische Hochschule Ostwestfalen-Lippe,5960,1971,http://www.th-owl.de
Ottersberg H,"Hochschule für Künste im Sozialen, Ottersberg",325,1967,https://www.hks-ottersberg.de
Paderborn FHDW,Fachhochschule der Wirtschaft,2021,1993,https://www.fhdw.de
Paderborn ThFak,Theologische Fakultät Paderborn,60,1614,http://www.thf-paderborn.de/
Paderborn U,Universität Paderborn,17228,1972,http://www.uni-paderborn.de
Passau U,Universität Passau,10881,1973,http://www.uni-passau.de
Pforzheim H,"Hochschule Pforzheim - Gestaltung, Technik, Wirtschaft und Recht",5659,1877,http://www.hs-pforzheim.de/
Potsdam-Babelsberg FilmU,Filmuniversität Babelsberg Konrad Wolf,947,1954,https://www.filmuniversitaet.de/
Potsdam CHP,Hochschule Clara Hoffbauer (HCHP) - University of Applied Sciences,119,2016,https://hchp.de/
Potsdam FH,Fachhochschule Potsdam,3730,1991,https://www.fh-potsdam.de
Potsdam FHSport,Fachhochschule für Sport und Management Potsdam,553,2009,www.fhsmp.de
Potsdam GISMA,Gisma University of Applied Sciences,834,2020,https://www.gisma.com
Potsdam GU,GU Deutsche Hochschule für Angewandte Wissenschaften - German University of Applied Sciences,50,2022,https://gu-hochschule.de/
Potsdam HSD,HSD Hochschule Döpfer,1405,2013,https://www.hs-doepfer.de/
Potsdam U,Universität Potsdam,20401,1991,http://www.uni-potsdam.de
Potsdam UE,University of Europe for Applied Sciences,4787,2000,https://www.ue-germany.com/
Potsdam XU,XU Exponential University of Applied Sciences,176,2018,https://xu-university.com
Ravensburg-Weingarten H,Hochschule Ravensburg-Weingarten,3448,1964,http://www.rwu.de
Regensburg HfKiM,Hochschule für Katholische Kirchenmusik und Musikpädagogik,121,2001,http://www.hfkm-regensburg.de
Regensburg OTH,Ostbayerische Technische Hochschule Regensburg,10704,1971,http://www.oth-regensburg.de
Regensburg U,Universität Regensburg,20353,1962,https://www.uni-regensburg.de
Reutlingen HTWID,"Hochschule Reutlingen, Hochschule für Technik-  Wirtschaft-Informatik-Design",4933,1855,http://www.reutlingen-university.de/
Reutlingen ThH,Theologische Hochschule Reutlingen - staatlich anerkannte Fachhochschule der Evangelisch-methodistischen Kirche,105,1877,http://www.th-reutlingen.de
Rheinland-Pfalz HFinanz (Verw),Hochschule für Finanzen Rheinland-Pfalz,666,,https://landesfinanzschule-edenkoben.fin-rlp.de/hochschule
Rheinland-Pfalz HPol (Verw),Hochschule der Polizei Rheinland-Pfalz,1511,,https://www.polizei.rlp.de/de/die-polizei/dienststellen/hochschule-der-polizei-rheinland-pfalz/
Rheinland-Pfalz HVerw (Verw),Hochschule für öffentliche Verwaltung Rheinland-Pfalz,912,1981,https://hoev-rlp.de/de/ueber-die-hochschule/kontakt/
RheinMain H,Hochschule RheinMain,12945,1971,https://www.hs-rm.de/de/
Rhein-Waal H,Hochschule Rhein-Waal - University of Applied Sciences,6465,2009,http://www.hochschule-rhein-waal.de/
Riedlingen SRH,SRH Fernhochschule - The Mobile University,8746,1996,https://www.mobile-university.de
Rosenheim TH,Technische Hochschule Rosenheim,6648,1971,http://www.th-rosenheim.de/
Rostock HMT,Hochschule für Musik und Theater Rostock,567,1994,http://www.hmt-rostock.de
Rostock U,Universität Rostock,12678,1419,http://www.uni-rostock.de
Rottenburg H,Hochschule für Forstwirtschaft Rottenburg,941,1954,http://www.hs-rottenburg.net
Rottenburg HfKiM,Hochschule für Kirchenmusik der Diözese Rottenburg-Stuttgart,19,1949,www.kirchenmusik-hochschule.org
Ruhr West H,Hochschule Ruhr West- University of Applied Sciences,5999,2009,http://www.hochschule-ruhr-west.de
Saarbrücken DHfPG,Deutsche Hochschule für Prävention und Gesundheitsmanagement GmbH,7133,2001,http://www.dhfpg.de
Saarbrücken HfM,Hochschule für Musik Saar,501,1947,www.hfmsaar.de
Saarbrücken HTW,Hochschule für Technik und Wirtschaft des Saarlandes,5942,1971,http://www.htwsaar.de
Saarbrücken U,Universität des Saarlandes,15949,1948,https://www.uni-saarland.de
Saar HBK,Hochschule der Bildenden Künste Saar,434,1989,https://www.hbksaar.de
Saarland FHVerw (Verw),Fachhochschule der Verwaltung des Saarlandes,802,1980,https://www.saarland.de/fhsv/DE/home/home_node.html
Sachsen-Anhalt FHPol (Verw),Fachhochschule Polizei Sachsen-Anhalt,705,1997,https://fh-polizei.sachsen-anhalt.de/fachhochschule
Sachsen HPol (Verw),Hochschule der Sächsischen Polizei (FH),640,1994,https://www.polizei.sachsen.de/de/polfh.htm
Sachsen HVerw (VerwH),"Hochschule für öffentliche Verwaltung und Rechtspflege (FH), Fortbildungszentrum des Freistaates Sachsen (HSF)",1035,1992,https://www.hsf.sachsen.de/
Schleswig-Holstein DHSH,Duale Hochschule Schleswig-Holstein - staatlich anerkannte Hochschule für angewandte Wissenschaften in Trägerschaft der Wirtschaftsakademie Schleswig-Holstein,512,2018,https://www.dhsh.de
Schleswig-Holstein FHVD (Verw),Fachhochschule für Verwaltung und Dienstleistung in Schleswig-Holstein,1716,1975,https://www.fhvd-sh.de/hochschule/fhvd/
Schmalkalden H,Hochschule Schmalkalden,2564,1991,http://www.hs-schmalkalden.de
Schwäbisch Gmünd HGest,Hochschule für Gestaltung Schwäbisch Gmünd,678,1909,http://www.hfg-gmuend.de
Schwäbisch Gmünd PH,Pädagogische Hochschule Schwäbisch Gmünd,2780,1962,https://www.ph-gmuend.de
Siegen U,Universität Siegen,15186,1972,http://www.uni-siegen.de
Speyer DUV,Deutsche Universität für Verwaltungswissenschaften Speyer,278,1947,http://www.uni-speyer.de
Stralsund H,Hochschule Stralsund,2268,1991,www.hochschule-stralsund.de
Stuttgart AKAD,AKAD Hochschule Stuttgart - staatlich anerkannt,6370,1959,https://www.akad.de/?wkz=7007AA
Stuttgart AkdBK,Staatliche Akademie der Bildenden Künste Stuttgart,801,1761,http://www.abk-stuttgart.de
Stuttgart DH,Duale Hochschule Baden-Württemberg,32647,2009,http://www.dhbw.de
Stuttgart H,Hochschule für Technik Stuttgart,3945,1832,http://www.hft-stuttgart.de
Stuttgart HdM,Hochschule der Medien Stuttgart,5513,1903,http://www.hdm-stuttgart.de
Stuttgart HfK+G,Hochschule für Kommunikation und Gestaltung,59,2013,www.hfk-bw.de
Stuttgart HfM,Staatliche Hochschule für Musik und Darstellende Kunst Stuttgart,757,1857,http://www.hmdk-stuttgart.de
Stuttgart MAW,Hochschule Macromedia - staatlich anerkannte Hochschule für angewandte Wissenschaften der Macromedia GmbH mit Sitz in Stuttgart,5190,2006,http://www.macromedia-fachhochschule.de/
Stuttgart MediaAk,media Akademie - Hochschule Stuttgart,13,2015,www.media-hs.de
Stuttgart MerzAk,"Merz Akademie Hochschule für Gestaltung, Kunst und Medien, Stuttgart - Staatlich anerkannt",208,1985,http://www.merz-akademie.de
Stuttgart U,Universität Stuttgart,21141,1829,http://www.uni-stuttgart.de
Stuttgart U Waldorf,Freie Hochschule Stuttgart - Seminar für Waldorfpädagogik. Staatlich anerkannte wissenschaftliche Hochschule.,304,1919,http://www.freie-hochschule-stuttgart.de
Stuttgart VWA,VWA-Hochschule für berufsbegleitendes Studium,33,2013,https://www.vwa-hochschule.de
Südwestfalen FH,Fachhochschule Südwestfalen,10995,2002,https://www.fh-swf.de
Thüringen VerwH (Verw),Thüringer Fachhochschule für öffentliche Verwaltung,641,1994,https://bildungszentrum.thueringen.de/thueringer-fachhochschule-fuer-oeffentliche-verwaltung
Trier H,Hochschule Trier - Trier University of Applied Sciences,6688,1971,http://www.hochschule-trier.de/
Trier ThFak,Theologische Fakultät Trier,150,1950,https://theologie-trier.de/
Trier U,Universität Trier,10518,1970,http://www.uni-trier.de
Trossingen HfM,Staatliche Hochschule für Musik Trossingen,419,1944,https://www.hfm-trossingen.de
Tübingen HfKiM,Hochschule für Kirchenmusik der Evangelischen Landeskirche in Württemberg,19,1945,http://www.kirchenmusikhochschule.de
Tübingen U,Eberhard Karls Universität Tübingen,28239,1477,http://www.uni-tuebingen.de
Ulm TH,Technische Hochschule Ulm,2966,1960,http://www.thu.de
Ulm U,Universität Ulm,9978,1967,http://www.uni-ulm.de
Vallendar VP-Uni,Vinzenz Pallotti University - kirchlich und staatlich anerkannte wissenschaftliche Hochschule in freier Trägerschaft,254,1896,https://vp-uni.de/
Vallendar WHU,WHU - Otto Beisheim School of Management,1961,1984,http://www.whu.edu
Vechta/Diepholz PHWT,Private Hochschule für Wirtschaft und Technik Vechta/Diepholz,517,1998,https://www.phwt.de
Vechta U,Universität Vechta,3714,1995,http://www.uni-vechta.de
Wedel FH,Fachhochschule Wedel,1128,1948,http://www.fh-wedel.de
Weihenstephan-Triesdorf H,Hochschule für angewandte Wissenschaften Weihenstephan-Triesdorf,5692,1971,https://www.hswt.de/
Weimar HfM,Hochschule für Musik Franz Liszt Weimar,752,1872,http://www.hfm-weimar.de
Weimar U,Bauhaus-Universität Weimar,3955,1860,http://www.uni-weimar.de/studium
Weingarten PH,Pädagogische Hochschule Weingarten,3307,1949,https://www.ph-weingarten.de/die-ph-weingarten/
Weserbergland H,Hochschule Weserbergland,443,2010,https://www.hsw-hameln.de
Westfälische H,"Westfälische Hochschule Gelsenkirchen, Bocholt, Recklinghausen",7620,1992,http://www.w-hs.de
Westküste FH,"Fachhochschule Westküste, Hochschule für Wirtschaft und Technik",1572,1994,http://www.fh-westkueste.de
Wiesbaden CFH,Charlotte Fresenius Hochschule,575,2021,https://www.charlotte-fresenius-uni.de/?crmid=aBbWvOcHiAaAaAaA
Wiesbaden EBS,EBS Universität für Wirtschaft und Recht,1719,1971,http://www.ebs.edu
Wildau TH,Technische Hochschule Wildau,3357,1991,http://www.th-wildau.de/
Wilhelmshaven/Oldenburg/Elsfleth H,Jade Hochschule -  Wilhelmshaven/Oldenburg/Elsfleth,6399,2009,http://www.jade-hs.de
Wismar H,"Hochschule Wismar - University of Applied Sciences: Technology, Business and Design",8048,1908,https://www.hs-wismar.de
Witten/ Herdecke U,Private Universität Witten/Herdecke gGmbH,3011,1982,https://www.uni-wh.de/
Worms H,"Hochschule Worms, University of Applied Sciences",3391,1996,http://www.hs-worms.de
Wuppertal KiH,Kirchliche Hochschule Wuppertal,177,1935,https://www.kiho-wuppertal.de/
Wuppertal U,Bergische Universität Wuppertal,21289,1972,https://www.uni-wuppertal.de/de/
Würzburg HfM,Hochschule für Musik Würzburg,530,1804,http://www.hfm-wuerzburg.de
Würzburg-Schweinfurt TH,Technische Hochschule Würzburg-Schweinfurt,9250,1971,http://www.thws.de
Würzburg U,Julius-Maximilians-Universität Würzburg,26126,1402,http://www.uni-wuerzburg.de
Zittau/ Görlitz H,Hochschule Zittau/Görlitz,2532,1992,http://www.hszg.de/
Zwickau H,Westsächsische Hochschule Zwickau,2931,1897,http://www.fh-zwickau.de
